question,intent
What 's the favorite food of dragonflies ?,Fact
What king boycotted Prince Charles 's wedding ?,Fact
What does Nicholas Cage do for a living ?,Fact
What was the nickname of model Leslie Hornby ?,Fact
Where is the Taj Mahal ?,Fact
What 's distinctive about a palmiped 's feet ?,Definition
In 139 the papal court was forced to move from Rome to where ?,Fact
What is the first day of the week ?,Fact
What is goulash ?,Definition
What capital is built around Monument Circle which contains soldiers and sailors monument ?,Fact
Name the men 's cologne that is associated with the sea .,Fact
How does a parachute work ?,HowTo
What is the first book of the Old Testament ?,Fact
How many of them are in sub-Saharan Africa ?,HowTo
"What is the history of Spartacus , the Roman slave and gladiator ?",Definition
What famed wall supports the Badaling turret ?,Fact
"Who portrayed Fatman in the television show , `` Jake and the Fatman '' ?",Fact
What is object-oriented design ?,Definition
What does Melissa mean ?,Definition
What is form drag ?,Definition
Who were John F. Kennedy 's dogs ?,Fact
Where are good science sites on the Internet ?,Fact
What woman was Time 's Man of the Year for 1952 ?,Fact
What currents affect the area of the Shetland Islands and Orkney Islands in the North Sea ?,Definition
Who wrote The Ugly Duckling ?,Fact
Who designed London Bridge ?,Fact
"How many miles are there between Tel Aviv , Israel and Memphis , Tennessee ?",HowTo
How many flavors of ice cream does Howard Johnson 's have ?,HowTo
What weapon did the crossed slits in English castles accommodate ?,Fact
How can I stop or slow down aging ?,HowTo
Where are the busiest Amtrak rail stations in the U.S. ?,Fact
How many freckles does Howdy Doody have on his face ?,HowTo
"How does Cos Cob , CT get its name ?",HowTo
Who was considered to be the father of psychology ?,Fact
How did Super President gain his powers on the animated series ?,HowTo
How tall was the animated King Kong ?,HowTo
What are values ?,Definition
What is the population of Japan ?,Fact
Name an American made motorcycle .,Fact
Where was the largest concentration camp in World War II ?,Fact
How much did Alaska cost when bought from Russia ?,HowTo
How many events make up the decathlon ?,HowTo
What causes blue balls ?,Definition
What were the first bodies visited by spacecraft ?,Fact
Who succeeded Nikita Khrushchev as first secretary of the Communist Party ?,Fact
Who was chosen to be the first black chairman of the military Joint Chiefs of Staff ?,Fact
Name of the lady the Great Gatsby pines for ?,Fact
What does a chef coddle eggs in ?,Fact
How many bails are there in a cricket wicket ?,HowTo
What city was Martin Luther King Jr. assassinated in ?,Fact
"What celebrity couple , when going through a divorce , divided their toilet paper into two equal piles ?",Fact
Where 's the Bernini-Bristol Hotel ?,Fact
Who said `` What contemptible scoundrel stole the cork from my lunch ? '',Fact
What is the capital of Kosovo ?,Fact
What kind of company is 7-Eleven ?,Fact
How many letters appear with the numbers 2 to 9 on a telephone dial ?,HowTo
What were the first three cities to have a population of more than a million ?,Fact
How did the months of the year get there name ?,HowTo
What scale measures earthquakes ?,Fact
What is a glory hole ?,Definition
What kind of education would you need to become an athletic trainer for the NFL ?,Fact
What are the major companies that are part of Dow Jones ?,Fact
What college did Joe Namath play football for ?,Fact
What was the minimum wage in 1991 ?,Fact
What country is the biggest producer of tungsten ?,Fact
How does it make its colors ?,HowTo
What would happen to Canada if Quebec separated ?,Definition
When is the Jimmy Buffett concert coming to the E center in Camden NJ ?,Fact
What is ` Last Chance for Animals ' ?,Definition
What European country abandoned postage stamps in 1923 because printing them cost more than their face value ?,Fact
What is the weather like on the moon ?,Definition
Who was the 1st U.S. President ?,Fact
"What is the main language of Sao Paulo , Brazil ?",Fact
How much did Varian Associates try to sell its vacuum products division to the BOC group for ?,HowTo
What is the abbreviation of the International Olympic Committee ?,Definition
How many people hike ?,HowTo
What are boxcars ?,Definition
How do I keep cats out of my flower garden for good ?,HowTo
Who played Maria in the film West Side Story ?,Fact
What is a common anti-AIDS drug ?,Fact
Who bestowed great power upon Captain Britain ?,Fact
How can you tell when figs are ripe ?,HowTo
How do I love thee ?,HowTo
Which type of soda has the greatest amount of caffeine ?,Fact
What nationality is a Sicilian ?,Fact
What is the most common boy 's or girl 's name ?,Fact
"Who was the accused in The Trial of the Century , which opened Janurary 1 , 1935 ?",Fact
What color was the hundred billionth crayon made by Crayola ?,Fact
What soft drink tells us to `` Go Hawaiian '' ?,Fact
How does a hydroelectric dam work ?,HowTo
What is the oldest building in the United States ?,Fact
What is the West Virginia state animal ?,Fact
How many people died on South Carolina highways in 1998 ?,HowTo
What are binomial coefficients ?,Definition
What was The Living Room War ?,Definition
What are some translations of the phrase `` Thank-you '' ?,Fact
What is President Nixon 's birthdate ?,Fact
What is `` the great American family cereal '' ?,Fact
"What was Suzy Parker doing to earn $1 , 000 in the early 1950 's ?",Definition
How many people died in the Vietnam war ?,HowTo
What year did Montana become a state ?,Fact
When was the USSR dissolved ?,Fact
Why are there letters on the telephone ? Why are there no Q or Z ?,Reason
What Japanese city was once called Edo ?,Fact
Who did the Seven Mules block for ?,Fact
What is the world 's largest distilling company ?,Fact
"What 's the name of the actress who starred in the movie , `` Silence of the Lambs '' ?",Fact
Where is one 's corpus callosum found ?,Fact
Who did Napolean defeat at Jena and Auerstadt ?,Fact
What household products are there for adult acne ?,Fact
What British prime minister and U.S. president were seventh cousins once-removed ?,Fact
What is the most expensive car in the world ?,Fact
What is an Angelus ?,Definition
How many objects orbit the Earth ?,HowTo
What was the tragedy that struck the city of Dogtown in 1899 ?,Fact
What 's the oldest capital city in the Americas ?,Fact
What Leon Uris novel dealt with the Russian capture of Berlin ?,Fact
"What is the location of Edinburgh , Scotland ?",Fact
How many muscles does the average adult use when going for a walk ?,HowTo
How long do you have to live in a community to vote ?,HowTo
What was the name of the Titanic 's captain ?,Fact
Name of heroine in `` Scruples '' ?,Fact
How big is the Chappellet vineyard ?,HowTo
Jackson Pollock was a native of what country ?,Fact
What makes sperm ?,Definition
How do I know how much money to save for retirement ?,HowTo
What does the dot on the letter i mean ?,Definition
Who wrote The Godfather ?,Fact
What is the origin of the term soda jerk ?,Definition
What is the frequency of VHF ?,Fact
What sport does Chris Jogis play ?,Fact
What island was the target of the U.S. 's Operation Urgent Fury ?,Fact
What is a fear of robbers ?,Fact
What Nevil Shute novel is about the doomed survivors of a nuclear war ?,Fact
What is the cause of endangered species ?,Definition
Which of the following TV newsmen was a Rhodes scholar ?,Fact
What did Warlock wear on his forehead in Marvel comics ?,Fact
What is the softest part of the body ?,Fact
What six-foot temperance advocate wielded her hatchet on saloons ?,Fact
How many islands does Fiji have ?,HowTo
What line divided the North and South in the U.S. Civil War ?,Fact
What is the definition of cecum ?,Definition
Who invented volleyball ?,Fact
What 's the most powerful country in the world ?,Fact
How do I do this ?,HowTo
Name a ballet company Mikhail Baryshnikov has danced for ?,Fact
Who led the Normans to victory in the Battle of Hastings ?,Fact
What is the origin of the word `` Teddy bear '' ?,Definition
What percentage of the world 's plant and animal species can be found in the Amazon forests ?,Fact
"What 's the name of the star of the cooking show , `` Galloping Gourmet '' ?",Fact
Who invented the horoscope ?,Fact
What nutrients are for healthy bones and teeth ?,Fact
What are Fortune 500 companies ?,Definition
What is the difference between ninjitsu and kung fu ?,Comparison
What king was forced to agree to the Magna Carta ?,Fact
How many electoral college votes does Colorado have ?,HowTo
What were Babe Ruth 's Christian names ?,Fact
How many bottles of wine were prisoners in the Bastille allowed per day ?,HowTo
Where do lobsters like to live ?,Fact
"Who was the first elected mayor of Washington , D.C. ?",Fact
What are the wolverine habits ?,Fact
How do you fix squeaky floors ?,HowTo
When was the Big Thompson flood ?,Fact
What good are mosquitoes ?,Definition
How do you get bubblegum out of carpet ?,HowTo
"What 's played at Wembley Stadium , London , every May ?",Fact
"Who wrote the sci-fi trilogy Foundation , Foundation and Empire , and Second Foundation ?",Fact
How many hours of work does it take a typist to complete a 100-page screenplay ?,HowTo
What is Alice Cooper 's real name ?,Fact
What is the Peloponnesian League ?,Definition
What two cities usually mark the extremes of English Channel swims ?,Fact
How many times does the tide ebb and flow each day ?,HowTo
Who invented television ?,Fact
What are tannins ?,Definition
How does General Mills manufacture Cheerios ?,HowTo
What was Jimmy Durante 's theme song ?,Fact
Name the person who burst through the screen in the Lite beer commercials .,Fact
What delicacy is known indelicately as pickled roe ?,Fact
What after-dinner treat was invented in 1916 at the George Jung noodle factory in Los Angeles ?,Fact
What U.S. vice-president killed Alexander Hamilton in a duel ?,Fact
What 's the Fahrenheit equivalent of zero degrees centigrade ?,Fact
How many muscles does an oyster have ?,HowTo
"What card game derived its name from biritch , or Russian Whist ?",Fact
Who wrote `` Much Ado About Nothing '' ?,Fact
What is the collective noun for geese ?,Fact
What personality traits are Capricorns said to have ?,Definition
Where can I get information concerning child custody files for the State of Utah ?,Fact
What was John F. Kennedy 's 1960 campaign song ?,Fact
What Louisiana Senator won a seat that had been held by his father and mother ?,Fact
What hymn did John Steinbeck get his title The Grapes of Wrath from ?,Fact
What invention does the principle of conservation of energy make impossible ?,Fact
